student_id,age,attendance_percentage,math_score,science_score,english_score,overall_score,final_grade
7351,18,95.0,81.8,67.6,74.9,71.5,c
7352,19,67.6,97.8,86.5,84.5,88.3,b
7353,16,90.3,70.2,68.0,56.8,73.3,c
7354,15,99.1,74.2,66.5,77.6,78.9,c
7355,19,60.3,75.8,84.1,65.7,69.9,d
7356,17,69.8,50.5,59.6,61.0,60.3,d
7357,15,70.8,33.8,41.3,33.8,40.2,e
7358,15,80.5,84.5,79.9,71.1,72.9,c
7359,19,98.1,48.8,56.7,43.9,51.4,e
7360,14,65.3,72.3,64.8,83.3,69.8,d
7361,14,87.7,23.2,31.9,24.3,36.5,f
7362,18,88.9,93.5,85.8,88.2,88.3,b
7363,14,84.8,99.8,95.1,79.3,84.4,c
7364,15,79.4,55.5,48.7,48.8,52.8,e
7365,19,78.6,88.6,70.3,74.0,76.0,c
7366,16,64.1,63.9,64.9,63.4,70.6,c
7367,18,56.9,93.3,71.7,51.3,71.3,c
7368,16,66.7,50.3,54.4,65.0,51.1,e
7369,14,61.5,52.6,89.0,56.7,62.1,d
7370,15,82.6,55.4,60.3,81.0,71.8,c
7371,18,92.7,70.6,52.7,54.2,63.8,d
7372,14,57.9,67.1,71.0,63.6,55.4,d
7373,17,83.0,24.6,20.2,36.0,42.2,e
7374,16,56.1,91.1,95.5,85.0,85.8,b
7375,16,69.0,85.3,80.4,74.1,87.6,b
7376,19,58.7,54.3,42.2,29.2,43.6,e
7377,17,65.0,51.5,57.5,50.6,58.9,d
7378,17,92.9,58.1,66.0,61.4,51.2,e
7379,16,71.0,100.0,83.8,97.7,87.2,b
7380,16,55.4,21.5,35.0,29.8,26.9,f
7381,18,59.9,65.5,69.9,90.4,74.4,c
7382,14,92.2,100.0,74.9,81.3,82.8,c
7383,15,70.5,62.4,55.0,54.2,61.4,d
7384,17,96.8,93.0,90.1,89.9,94.7,b
7385,17,78.1,52.0,45.5,63.7,58.6,d
7386,14,75.4,75.3,60.5,59.8,63.4,d
7387,18,72.8,93.7,100.0,100.0,95.8,a
7388,17,88.7,62.0,71.2,58.4,63.7,d
7389,15,91.8,40.4,45.1,55.2,45.5,e
7390,18,56.4,63.9,67.4,68.2,63.4,d
7391,19,70.4,81.3,74.2,84.4,77.8,c
7392,16,64.1,71.0,59.4,47.9,58.6,d
7393,15,95.0,42.6,58.1,30.7,54.4,e
7394,15,86.7,84.7,75.4,89.7,88.8,b
7395,17,64.6,66.3,53.3,42.5,48.6,e
7396,14,70.4,58.6,62.1,60.8,57.5,d
7397,16,71.0,51.3,38.4,49.5,45.0,e
7398,14,96.6,82.2,80.2,79.5,85.4,b
7399,14,73.7,73.0,85.7,67.5,76.0,c
7400,16,50.9,37.7,40.6,29.2,29.2,f
7401,18,86.5,43.4,42.5,26.0,46.4,e
7402,19,54.8,76.9,76.4,65.7,70.1,c
7403,14,81.5,72.1,76.6,60.1,61.6,d
7404,15,75.7,41.3,58.5,60.9,56.5,d
7405,16,88.1,70.4,57.1,60.2,69.6,d
7406,17,77.5,72.8,68.8,72.1,73.4,c
7407,19,58.8,41.8,21.6,43.6,36.2,f
7408,18,94.7,100.0,100.0,92.9,89.8,b
7409,17,95.2,40.4,65.5,52.6,45.0,e
7410,14,71.0,89.4,83.9,69.6,79.9,c
7411,14,80.5,88.0,70.1,73.5,78.9,c
7412,14,77.6,39.1,46.5,39.6,37.6,f
7413,17,76.7,78.4,66.8,65.8,75.7,c
7414,15,54.5,65.4,86.4,63.4,67.4,d
7415,15,74.7,91.8,91.9,100.0,100.0,a
7416,18,61.3,87.6,82.0,81.3,80.3,c
7417,18,89.9,74.1,80.1,76.9,71.0,c
7418,16,92.4,78.6,77.4,91.3,75.7,c
7419,19,50.9,83.3,53.0,66.4,70.8,c
7420,18,86.8,84.3,95.1,100.0,90.4,b
7421,18,55.7,61.0,55.6,60.2,63.7,d
7422,19,50.5,57.6,83.9,66.8,81.5,c
7423,15,50.7,38.8,21.8,36.1,34.1,f
7424,18,73.3,88.6,100.0,93.8,98.5,a
7425,19,90.7,50.6,55.2,34.3,48.9,e
7426,19,65.6,16.8,43.3,25.9,32.8,f
7427,17,96.2,60.2,67.2,50.6,58.7,d
7428,18,71.1,92.2,100.0,95.7,90.0,b
7429,19,59.4,72.0,79.8,90.1,73.4,c
7430,19,73.0,63.9,63.5,69.2,66.2,d
7431,19,81.3,84.7,92.3,94.7,90.9,b
7432,18,75.3,69.0,62.1,46.4,54.6,e
7433,16,72.0,28.8,22.7,31.7,38.6,f
7434,18,59.4,46.2,9.1,33.2,29.0,f
7435,16,85.0,63.9,69.7,70.8,66.5,d
7436,18,67.5,78.6,85.1,74.8,63.7,d
7437,18,98.5,46.8,56.9,41.8,45.8,e
7438,19,70.0,55.2,44.0,40.3,46.9,e
7439,17,61.1,32.9,54.2,67.0,44.2,e
7440,16,93.0,31.2,45.4,56.7,48.1,e
7441,14,60.4,81.2,59.8,75.3,67.8,d
7442,17,58.4,70.7,42.6,43.1,55.5,d
7443,17,85.9,38.4,44.8,48.1,46.0,e
7444,17,64.9,58.6,32.9,52.2,40.7,e
7445,18,70.9,50.5,78.3,77.0,69.6,d
7446,19,72.6,71.3,56.0,80.5,71.4,c
7447,14,89.2,72.0,84.5,75.0,77.8,c
7448,16,78.7,70.1,63.0,61.2,71.4,c
7449,18,87.1,100.0,93.2,85.8,91.3,b
7450,18,99.4,64.9,75.3,85.8,81.9,c
7451,18,85.5,59.2,66.6,52.0,56.8,d
7452,18,63.9,73.5,86.8,97.7,89.4,b
7453,19,88.3,63.8,79.9,73.4,72.2,c
7454,19,92.5,76.1,74.2,70.5,71.6,c
7455,17,71.5,73.4,82.7,72.1,73.1,c
7456,15,83.0,60.0,53.2,41.5,58.2,d
7457,17,74.5,72.1,99.8,73.5,85.4,b
7458,18,56.4,42.0,24.9,41.5,30.0,f
7459,14,86.4,63.7,72.6,69.0,71.5,c
7460,18,72.2,41.7,31.2,27.5,32.1,f
7461,17,67.3,68.6,77.4,56.8,69.9,d
7462,19,73.4,61.4,66.9,57.1,52.2,e
7463,15,79.1,78.5,59.9,40.5,60.4,d
7464,19,87.8,97.3,100.0,100.0,98.9,a
7465,16,95.4,63.2,33.1,21.8,43.9,e
7466,17,84.2,40.1,36.3,32.9,33.4,f
7467,17,99.7,79.6,93.2,85.6,76.9,c
7468,17,57.9,41.3,54.0,49.7,53.1,e
7469,19,57.7,35.0,44.0,39.0,40.1,e
7470,15,89.5,57.1,64.5,64.5,53.3,e
7471,18,81.7,55.3,52.9,42.5,58.2,d
7472,19,93.1,54.4,71.4,47.4,50.4,e
7473,15,83.9,92.3,86.6,81.5,88.9,b
7474,15,50.6,37.3,52.1,46.2,48.3,e
7475,16,83.6,56.2,45.1,59.8,61.2,d
7476,18,60.6,50.0,47.6,45.8,36.5,f
7477,19,72.3,85.7,93.7,75.9,90.7,b
7478,18,84.6,75.1,86.5,91.8,87.8,b
7479,18,82.8,62.5,61.2,87.1,71.0,c
7480,16,69.1,85.8,97.8,72.1,78.0,c
7481,17,85.7,50.0,60.6,57.3,55.2,d
7482,15,97.2,42.4,73.2,46.3,55.9,d
7483,16,61.5,49.9,56.5,71.2,53.5,e
7484,15,56.0,59.2,56.7,34.0,53.5,e
7485,14,56.8,49.2,59.7,54.6,56.7,d
7486,19,72.9,61.2,50.4,55.9,56.4,d
7487,18,64.9,73.5,65.7,50.1,70.2,c
7488,17,73.4,95.8,94.9,79.1,93.9,b
7489,14,54.2,79.4,100.0,81.0,88.5,b
7490,14,62.3,47.6,36.9,54.8,59.1,d
7491,14,67.4,74.9,76.1,64.4,63.5,d
7492,18,96.7,83.7,67.6,53.2,76.9,c
7493,15,64.9,57.7,53.5,61.3,54.3,e
7494,15,52.4,78.5,69.8,70.6,74.9,c
7495,19,65.6,52.7,52.3,46.5,45.5,e
7496,19,96.8,80.9,100.0,83.0,86.6,b
7497,18,71.4,55.0,52.6,36.2,45.3,e
7498,15,90.9,42.3,37.2,52.4,45.3,e
7499,17,63.4,40.6,45.1,54.7,42.7,e
7500,15,56.8,86.4,79.1,83.5,70.4,c
7501,19,74.8,60.6,57.8,58.2,54.1,e
7502,14,85.1,74.5,89.0,69.5,81.3,c
7503,18,92.3,70.6,76.5,60.8,65.4,d
7504,17,62.1,67.5,66.0,62.4,71.0,c
7505,18,99.3,84.7,84.9,79.4,84.6,c
7506,16,74.5,96.1,97.3,79.2,93.2,b
7507,14,75.1,28.6,53.5,58.9,45.3,e
7508,18,92.9,56.0,62.1,60.2,60.5,d
7509,17,70.4,37.2,25.5,32.8,40.6,e
7510,16,87.9,60.2,59.3,63.8,58.7,d
7511,16,78.4,76.6,88.7,85.7,90.5,b
7512,16,56.8,25.2,34.8,40.4,40.8,e
7513,16,51.6,85.6,74.5,74.7,84.0,c
7514,15,96.7,53.8,31.2,31.8,42.0,e
7515,15,93.3,94.7,87.5,100.0,91.9,b
7516,15,99.2,100.0,81.4,93.5,87.7,b
7517,14,83.7,85.9,84.7,99.9,87.5,b
7518,19,82.3,59.8,57.7,57.1,60.7,d
7519,15,60.4,60.4,56.4,66.9,67.9,d
7520,14,82.1,58.2,21.9,48.9,44.3,e
7521,14,74.4,52.7,73.0,53.4,59.9,d
7522,19,68.9,82.4,84.5,68.5,81.4,c
7523,16,84.1,21.1,37.3,48.7,44.3,e
7524,15,54.2,83.5,70.2,64.9,70.1,c
7525,16,75.2,53.0,60.9,42.4,45.1,e
7526,14,87.9,65.0,81.1,81.2,67.0,d
7527,15,91.5,70.4,56.0,66.1,72.1,c
7528,15,74.5,37.3,32.5,37.2,34.2,f
7529,18,67.6,81.0,63.3,59.4,60.4,d
7530,14,78.6,87.9,100.0,93.1,92.4,b
7531,16,56.4,45.4,31.5,24.6,41.8,e
7532,18,54.6,23.0,35.3,40.4,35.7,f
7533,19,91.0,51.5,32.8,57.2,41.7,e
7534,17,56.3,78.4,62.6,79.4,66.3,d
7535,15,70.9,70.1,79.3,76.6,78.6,c
7536,16,70.6,76.1,70.7,98.1,79.2,c
7537,15,99.2,87.4,70.5,85.9,74.4,c
7538,17,85.3,46.4,45.1,42.5,44.2,e
7539,15,88.3,35.4,59.0,65.7,50.1,e
7540,17,83.5,60.5,41.5,48.0,49.5,e
7541,17,63.6,64.3,71.8,72.3,68.0,d
7542,19,68.1,83.6,93.4,100.0,94.4,b
7543,16,59.2,51.9,52.6,39.3,44.9,e
7544,19,77.1,100.0,70.3,84.9,86.2,b
7545,16,53.9,64.1,53.2,46.5,62.9,d
7546,18,95.2,90.4,85.0,86.1,92.2,b
7547,17,59.8,70.9,73.9,92.2,87.1,b
7548,18,60.7,69.5,84.0,82.6,82.8,c
7549,16,74.2,33.2,53.9,60.4,54.3,e
7550,18,66.0,32.8,44.9,21.8,41.6,e
7551,16,58.3,37.4,46.6,48.6,45.3,e
7552,16,99.3,48.6,76.4,48.4,56.9,d
7553,16,64.0,69.8,79.7,81.1,72.5,c
7554,18,87.0,94.7,100.0,85.2,95.3,a
7555,17,86.3,55.6,64.8,75.5,66.6,d
7556,14,62.2,53.6,71.3,40.4,54.9,e
7557,18,63.9,52.8,43.7,49.5,46.6,e
7558,18,76.7,83.1,78.9,72.9,73.0,c
7559,14,93.1,51.8,44.1,49.2,47.3,e
7560,19,87.0,50.0,38.9,34.1,36.5,f
7561,17,65.2,16.3,36.3,38.8,31.2,f
7562,14,52.2,50.2,89.1,82.3,79.9,c
7563,16,80.4,64.5,48.7,60.5,59.2,d
7564,19,73.8,100.0,92.2,91.1,90.7,b
7565,15,67.2,43.6,49.1,47.5,58.8,d
7566,19,82.3,80.6,79.7,85.7,83.2,c
7567,16,97.6,95.4,100.0,91.1,100.0,a
7568,15,95.2,100.0,98.3,100.0,95.4,a
7569,16,83.3,60.8,55.5,52.6,55.8,d
7570,17,98.0,49.2,41.5,50.0,51.0,e
7571,18,69.8,55.7,52.4,53.6,44.6,e
7572,19,55.1,62.8,44.6,55.9,61.1,d
7573,15,72.6,44.0,55.0,47.1,51.8,e
7574,19,83.0,79.5,69.3,67.9,68.1,d
7575,17,90.1,47.9,63.9,73.4,63.3,d
7576,14,96.9,89.8,100.0,100.0,92.5,b
7577,19,75.9,75.9,81.3,83.5,79.2,c
7578,16,68.7,100.0,95.3,62.3,77.5,c
7579,17,64.1,64.9,95.6,90.5,80.9,c
7580,18,80.3,35.5,40.3,36.6,46.1,e
7581,14,84.6,49.0,40.8,41.7,40.5,e
7582,15,81.6,50.7,54.5,74.0,58.8,d
7583,18,59.8,88.3,98.0,78.0,85.1,b
7584,15,72.3,26.0,34.5,37.7,29.0,f
7585,14,53.7,47.5,44.1,52.9,54.9,e
7586,14,76.0,75.3,82.9,58.7,74.2,c
7587,18,60.7,44.1,39.4,46.6,38.2,f
7588,14,94.5,84.0,100.0,90.2,92.8,b
7589,14,90.4,79.1,78.6,85.7,91.3,b
7590,17,86.6,43.9,46.0,55.7,46.9,e
7591,14,55.6,61.3,71.3,70.5,67.1,d
7592,17,72.3,38.6,27.5,26.0,33.0,f
7593,17,59.0,53.0,56.7,37.7,51.9,e
7594,17,52.2,85.3,76.7,80.1,81.7,c
7595,16,70.1,29.4,31.9,26.5,30.0,f
7596,18,65.7,81.9,96.1,88.1,87.9,b
7597,17,95.9,100.0,100.0,100.0,100.0,a
7598,16,96.3,86.3,69.5,93.1,83.6,c
7599,14,96.7,57.0,87.6,83.0,73.2,c
7600,15,50.7,45.4,49.8,72.5,41.2,e
7601,14,75.9,54.8,72.1,72.6,68.8,d
7602,14,50.9,30.1,44.9,16.5,26.1,f
7603,15,80.2,58.1,44.4,46.4,44.8,e
7604,15,75.4,35.5,41.9,29.6,33.9,f
7605,14,71.5,90.8,50.8,58.7,69.3,d
7606,15,52.6,5.9,35.0,15.7,19.8,f
7607,17,55.2,50.4,49.5,63.9,41.9,e
7608,15,65.7,68.8,87.4,69.0,71.8,c
7609,15,62.1,31.7,36.6,56.1,42.5,e
7610,14,58.9,61.8,67.9,56.9,46.4,e
7611,14,92.6,49.6,59.9,55.1,51.9,e
7612,14,51.4,33.3,41.9,43.6,33.2,f
7613,16,60.9,37.0,28.9,42.1,37.4,f
7614,17,95.9,78.2,57.9,40.0,52.5,e
7615,18,93.6,81.2,77.6,79.6,74.2,c
7616,17,67.8,41.6,31.4,30.7,29.8,f
7617,17,90.2,54.8,68.1,46.8,63.4,d
7618,19,57.6,52.0,45.9,62.9,61.4,d
7619,15,82.0,69.0,86.1,75.8,76.1,c
7620,18,94.2,50.7,46.8,57.3,54.9,e
7621,19,73.6,72.1,82.6,100.0,82.6,c
7622,17,58.3,73.6,74.4,93.4,76.6,c
7623,19,78.9,82.8,70.3,72.3,70.2,c
7624,14,87.4,60.8,46.6,70.4,60.2,d
7625,19,93.3,20.0,24.8,35.4,39.5,f
7626,17,69.0,78.6,60.7,57.6,64.2,d
7627,15,64.2,48.1,47.5,71.8,64.0,d
7628,14,84.3,100.0,90.0,96.7,100.0,a
7629,18,62.5,87.0,93.5,91.4,88.0,b
7630,16,62.1,53.7,24.0,20.8,27.4,f
7631,15,59.1,100.0,85.9,89.2,88.5,b
7632,16,68.4,79.6,87.7,79.9,73.0,c
7633,19,72.0,76.7,52.1,88.0,77.1,c
7634,16,86.2,100.0,88.4,87.8,93.2,b
7635,14,55.4,56.0,56.1,72.1,54.6,e
7636,15,71.3,62.0,60.5,60.1,56.4,d
7637,14,82.9,98.1,82.5,96.8,96.1,a
7638,18,77.2,26.2,36.5,36.3,33.0,f
7639,18,89.4,78.3,70.7,76.3,74.8,c
7640,19,94.6,75.7,97.4,86.7,83.6,c
7641,17,60.6,96.3,97.3,92.7,88.7,b
7642,18,95.4,48.5,45.8,49.2,48.5,e
7643,16,94.3,85.9,91.0,100.0,91.3,b
7644,17,68.2,34.5,44.2,41.8,41.3,e
7645,14,90.7,100.0,91.2,74.7,89.4,b
7646,17,75.8,57.2,67.7,85.5,68.2,d
7647,17,90.5,80.6,75.2,81.2,77.4,c
7648,14,87.4,76.6,100.0,74.7,88.3,b
7649,17,98.1,85.6,89.8,71.9,81.2,c
7650,18,61.1,48.2,54.6,49.5,51.5,e
7651,16,86.8,60.7,65.9,64.4,59.9,d
7652,17,50.7,50.6,47.6,23.7,54.8,e
7653,15,96.1,68.1,86.8,63.0,88.9,b
7654,15,59.9,76.5,61.8,73.9,73.0,c
7655,14,68.7,41.4,38.3,52.3,38.7,f
7656,15,92.2,44.5,45.1,68.7,55.2,d
7657,18,73.9,63.6,59.8,53.1,63.0,d
7658,19,83.2,55.3,50.1,58.3,52.5,e
7659,17,68.1,89.1,79.1,90.9,85.2,b
7660,17,77.8,72.7,80.5,74.4,72.1,c
7661,17,92.3,32.4,62.7,51.7,39.5,f
7662,16,94.6,78.4,55.4,62.9,70.5,c
7663,16,72.8,59.7,64.2,60.2,56.3,d
7664,17,86.0,53.0,71.6,92.0,72.5,c
7665,18,73.4,44.8,37.8,46.0,49.3,e
7666,16,97.0,45.4,31.2,34.2,38.8,f
7667,17,86.4,68.7,52.9,59.2,51.6,e
7668,16,71.6,57.2,55.7,58.9,55.1,d
7669,15,74.9,68.0,84.2,62.6,80.8,c
7670,15,59.2,37.2,45.7,64.5,54.0,e
7671,14,97.1,52.1,33.1,39.2,51.3,e
7672,16,62.8,68.8,71.5,78.8,70.5,c
7673,18,59.1,61.4,68.3,56.6,57.7,d
7674,18,72.6,61.8,61.1,72.7,73.0,c
7675,19,86.3,59.6,64.4,58.2,57.3,d
7676,14,84.1,86.1,88.8,78.4,87.0,b
7677,18,62.7,64.7,87.7,86.3,74.1,c
7678,18,63.2,85.4,74.2,70.7,69.5,d
7679,16,61.8,56.0,65.8,44.2,47.4,e
7680,15,80.2,44.8,57.9,62.8,46.1,e
7681,16,97.9,41.9,37.0,54.6,55.4,d
7682,18,94.5,88.8,78.3,75.4,83.9,c
7683,19,75.2,73.2,62.8,88.5,80.0,c
7684,17,68.9,81.0,87.3,68.7,74.4,c
7685,17,69.8,62.2,55.8,75.0,58.1,d
7686,17,90.3,25.1,39.0,32.3,35.4,f
7687,14,82.5,51.4,34.2,46.4,51.7,e
7688,17,52.1,72.5,46.0,54.9,62.7,d
7689,14,53.8,7.4,18.5,23.4,23.2,f
7690,19,74.1,100.0,97.0,94.5,98.3,a
7691,19,76.6,48.7,23.4,30.2,32.0,f
7692,17,98.0,81.9,90.9,79.0,92.8,b
7693,16,57.1,32.9,51.7,53.7,50.3,e
7694,18,90.4,100.0,100.0,100.0,100.0,a
7695,17,94.8,59.6,79.8,92.5,82.9,c
7696,18,68.9,42.6,51.8,37.6,43.4,e
7697,17,58.1,76.1,71.7,67.9,64.2,d
7698,15,62.3,90.5,92.5,86.9,77.1,c
7699,14,83.1,71.2,84.2,72.1,68.2,d
7700,15,53.5,34.6,15.8,13.1,19.6,f
7701,17,94.3,86.3,76.6,96.8,88.6,b
7702,16,87.8,62.8,64.5,81.1,67.5,d
7703,17,89.7,62.2,65.3,62.3,60.9,d
7704,15,87.0,88.0,81.4,87.6,83.9,c
7705,19,56.4,89.7,82.9,74.6,85.1,b
7706,16,86.5,38.9,49.4,43.8,48.4,e
7707,19,80.0,52.6,47.5,61.3,51.7,e
7708,16,52.5,25.2,28.8,36.0,35.8,f
7709,16,64.2,77.4,69.1,70.2,79.0,c
7710,17,71.2,90.8,94.2,98.9,84.9,c
7711,15,77.1,100.0,97.2,100.0,98.7,a
7712,15,59.0,59.1,44.9,36.7,39.5,f
7713,16,76.4,39.3,44.3,70.4,44.5,e
7714,18,97.9,81.0,63.5,65.7,70.5,c
7715,14,67.7,71.6,47.2,35.4,51.4,e
7716,16,57.6,60.8,22.2,36.2,37.7,f
7717,18,73.4,69.7,61.8,43.9,59.2,d
7718,18,72.5,70.9,100.0,90.0,84.8,c
7719,16,95.9,69.5,81.8,93.6,79.4,c
7720,14,73.1,62.4,79.6,63.2,71.1,c
7721,14,62.2,36.8,23.3,31.3,35.4,f
7722,16,61.2,100.0,63.5,77.9,83.0,c
7723,18,51.7,43.7,41.3,41.5,45.1,e
7724,14,87.1,51.0,84.0,57.3,58.6,d
7725,19,63.4,71.7,42.0,52.7,59.4,d
7726,18,89.4,81.0,96.9,92.1,85.8,b
7727,14,77.5,55.6,48.3,34.7,45.4,e
7728,16,85.6,74.8,84.0,81.1,78.4,c
7729,15,60.2,81.0,73.9,80.2,71.9,c
7730,19,57.7,59.7,51.2,47.1,57.0,d
7731,17,70.9,79.7,78.9,66.8,82.7,c
7732,15,67.8,57.9,79.7,59.7,72.2,c
7733,15,75.3,63.6,72.0,59.1,63.1,d
7734,17,87.4,39.7,37.2,39.9,52.5,e
7735,14,95.4,68.5,65.4,79.8,64.8,d
7736,15,79.7,100.0,87.8,90.7,91.0,b
7737,14,61.3,86.4,68.1,73.7,80.7,c
7738,17,64.8,79.7,92.6,72.4,80.2,c
7739,18,95.3,85.5,82.4,94.3,86.1,b
7740,16,60.5,85.9,80.0,89.6,78.7,c
7741,14,54.7,69.8,87.9,71.4,75.8,c
7742,16,96.1,55.1,61.9,55.3,53.2,e
7743,19,51.3,39.0,66.0,57.8,52.8,e
7744,15,87.4,57.8,54.3,69.7,65.1,d
7745,14,57.3,57.1,70.2,61.3,54.6,e
7746,14,83.3,53.9,61.6,77.9,67.3,d
7747,18,59.3,90.9,79.9,95.2,88.9,b
7748,14,94.9,91.0,89.8,79.5,84.5,c
7749,17,52.5,67.7,70.5,71.6,74.7,c
7750,19,65.2,85.2,89.3,66.8,81.8,c
7751,17,89.2,79.7,85.5,95.1,93.2,b
7752,16,78.4,72.3,68.9,69.0,67.8,d
7753,15,71.1,52.4,73.6,52.2,57.0,d
7754,14,71.8,76.3,90.9,88.9,85.9,b
7755,14,75.1,42.1,44.8,41.4,45.7,e
7756,19,99.7,66.8,82.0,70.4,78.7,c
7757,14,83.7,54.4,23.6,59.1,46.7,e
7758,14,74.4,70.8,67.3,64.1,69.6,d
7759,18,66.1,52.6,29.8,41.3,42.2,e
7760,16,75.2,54.6,69.8,79.4,72.7,c
7761,16,96.1,94.5,74.1,75.5,85.6,b
7762,18,60.9,20.1,39.1,38.4,36.5,f
7763,17,67.3,32.4,13.0,23.8,33.0,f
7764,19,53.2,100.0,78.7,85.6,79.6,c
7765,16,81.5,37.9,66.9,75.5,53.8,e
7766,18,88.4,77.2,86.7,87.1,77.2,c
7767,19,81.6,78.7,88.4,100.0,89.3,b
7768,16,90.6,79.7,95.5,91.1,85.6,b
7769,15,88.5,34.7,43.7,62.1,44.7,e
7770,19,98.6,65.5,92.4,71.9,92.2,b
7771,15,72.6,90.6,76.2,88.7,85.4,b
7772,14,54.2,38.4,36.1,48.0,38.3,f
7773,17,76.8,61.0,80.8,67.8,70.4,c
7774,19,88.6,70.2,64.3,64.3,57.7,d
7775,14,70.3,98.2,100.0,87.4,92.9,b
7776,19,72.5,52.5,61.1,66.7,52.4,e
7777,18,86.9,55.2,39.8,50.0,49.9,e
7778,19,50.8,31.6,5.9,23.9,26.2,f
7779,16,82.9,96.5,100.0,90.2,96.9,a
7780,15,85.4,79.3,81.4,75.9,74.9,c
7781,17,98.5,66.8,64.7,79.7,64.4,d
7782,14,86.5,38.9,58.6,54.5,42.7,e
7783,19,56.5,62.7,72.0,61.7,69.9,d
7784,17,74.9,39.3,55.9,47.5,46.2,e
7785,16,70.3,58.3,70.4,72.4,67.4,d
7786,17,70.0,67.6,71.3,67.4,69.2,d
7787,18,89.3,84.7,91.5,81.9,79.6,c
7788,17,79.1,79.7,92.0,82.9,70.7,c
7789,19,86.5,100.0,98.3,98.1,98.9,a
7790,19,87.3,44.9,40.3,38.8,33.9,f
7791,19,84.4,58.4,74.7,81.0,69.9,d
7792,17,87.9,58.4,45.6,55.6,47.9,e
7793,18,60.9,67.8,50.3,59.9,58.0,d
7794,15,54.9,38.6,63.6,67.3,52.7,e
7795,14,58.1,53.0,79.9,57.8,64.7,d
7796,16,90.4,79.0,86.3,69.5,85.7,b
7797,19,97.8,100.0,96.1,100.0,100.0,a
7798,14,96.8,32.6,66.2,74.7,55.3,d
7799,17,50.6,59.0,47.6,78.5,56.4,d
7800,15,99.8,100.0,100.0,87.8,96.2,a
7801,16,94.3,100.0,95.0,85.6,90.7,b
7802,14,59.9,43.3,29.8,11.9,28.6,f
7803,18,77.9,65.4,80.7,71.3,69.6,d
7804,18,99.2,61.5,71.6,75.2,67.7,d
7805,18,73.5,62.8,51.8,42.3,51.5,e
7806,18,97.7,97.8,80.1,81.2,85.1,b
7807,15,77.2,52.1,45.5,60.7,46.8,e
7808,17,67.2,14.5,23.0,46.6,26.7,f
7809,14,58.0,74.2,72.4,83.4,74.5,c
7810,16,55.2,25.2,38.3,25.9,30.9,f
7811,17,85.3,42.0,48.1,72.3,54.3,e
7812,18,66.4,63.7,69.1,66.6,60.9,d
7813,14,70.4,64.2,82.9,69.8,73.2,c
7814,18,96.9,100.0,100.0,86.0,91.7,b
7815,16,60.0,69.1,86.0,57.1,79.6,c
7816,19,68.7,25.8,53.4,67.2,49.6,e
7817,17,95.5,59.8,66.3,84.1,57.9,d
7818,17,97.0,60.5,51.8,45.2,45.2,e
7819,18,90.1,69.1,76.2,74.1,67.5,d
7820,18,69.2,51.2,44.1,56.2,56.5,d
7821,14,56.3,60.3,61.7,73.3,71.0,c
7822,17,89.5,46.3,53.4,50.2,60.8,d
7823,14,92.0,56.0,77.1,66.7,61.9,d
7824,16,85.7,86.4,74.7,100.0,96.7,a
7825,18,66.9,71.4,81.3,69.5,69.6,d
7826,19,82.6,82.2,83.0,80.6,83.7,c
7827,15,85.1,68.7,69.0,79.2,68.0,d
7828,16,94.4,40.9,52.6,43.3,49.9,e
7829,17,57.0,53.8,35.6,53.0,55.7,d
7830,16,63.2,43.0,27.7,30.1,33.4,f
7831,15,70.2,47.9,70.7,61.0,65.8,d
7832,15,90.6,88.6,100.0,88.6,97.2,a
7833,16,94.7,70.7,82.6,82.2,73.9,c
7834,17,63.9,25.6,31.2,45.4,30.2,f
7835,19,75.2,47.0,45.7,40.6,32.0,f
7836,17,80.4,77.1,93.0,100.0,93.6,b
7837,16,58.3,2.3,35.2,40.3,31.6,f
7838,17,89.6,76.6,71.1,66.0,65.0,d
7839,18,73.5,66.7,76.3,79.6,81.5,c
7840,16,94.7,51.6,64.2,61.0,59.5,d
7841,16,77.4,85.5,80.3,92.4,82.4,c
7842,15,91.7,51.4,36.9,42.0,38.8,f
7843,19,52.5,72.6,84.2,92.2,79.7,c
7844,19,71.9,38.6,51.2,37.5,44.9,e
7845,15,71.0,40.0,53.5,50.2,52.3,e
7846,16,59.7,38.9,38.5,43.5,38.7,f
7847,15,78.1,100.0,99.5,85.8,94.7,b
7848,19,87.5,65.2,73.7,76.4,71.6,c
7849,14,74.7,80.4,81.6,67.8,89.5,b
7850,15,91.6,71.6,83.1,80.4,73.0,c
7851,15,64.6,85.1,72.7,74.7,79.5,c
7852,17,64.9,62.4,65.2,52.1,54.3,e
7853,15,58.3,53.6,61.5,48.9,55.4,d
7854,17,89.2,85.4,75.3,69.8,69.7,d
7855,18,57.4,44.8,50.6,30.2,38.7,f
7856,18,57.5,89.4,93.3,80.6,89.3,b
7857,14,50.4,84.6,100.0,88.6,84.9,c
7858,14,69.4,13.0,34.2,7.3,34.1,f
7859,14,71.8,80.1,66.8,82.0,86.2,b
7860,19,72.6,27.2,34.5,44.6,37.6,f
7861,17,88.3,84.0,100.0,79.9,86.7,b
7862,17,70.7,67.0,98.3,85.7,75.8,c
7863,18,50.2,15.7,51.8,16.4,29.9,f
7864,17,80.5,54.3,61.2,34.1,45.6,e
7865,15,58.6,63.9,82.4,63.5,81.2,c
7866,17,51.3,82.8,57.5,42.5,58.7,d
7867,18,88.9,66.6,98.0,67.4,77.6,c
